DatabaseName,TableName,Version,TableKind,ProtectionType,JournalFlag,CreatorName,RequestText,CommentString,ParentCount,ChildCount,NamedTblCheckCount,UnnamedTblCheckExist,PrimaryKeyIndexId,RepStatus,CreateTimeStamp,LastAlterName,LastAlterTimeStamp,RequestTxtOverflow,AccessCount,LastAccessTimeStamp,UtilVersion,QueueFlag,CommitOpt,TransLog,CheckOpt,TemporalProperty,ResolvedCurrent_Date,ResolvedCurrent_Timestamp,SystemDefinedJI,VTQualifier,TTQualifier
TD_SYSFNLIB                                                 ,TD_ONEHOTENCODINGFIT_CONTRACT                               ,1,C ,F ,N   ,DBC                                                         ,"CREATE FUNCTION TD_SYSFNLIB.TD_ONEHOTENCODINGFIT()RETURNS TABLE VARYING USING FUNCTION TD_ONEHOTENCODINGFIT_CONTRACTLANGUAGE CPPSPECIFIC TD_SYSFNLIB.TD_ONEHOTENCODINGFITNO SQL PARAMETER STYLE TD_INTERNALSQLMR_STYLEFUNCTIONDESCRIPTOR '{
   ""functionName"" : ""TD_ONEHOTENCODINGFIT"",
   ""version"" : ""1"",
   ""rewritingRules"" :
   {
      ""execute_contract"" : ""true"",
      ""iterationFlag"" : ""FALSE"",
      ""inputType"" : ""ALIASED"",
      ""expansionType"" : ""dynamic"",
      ""instruction"" : ""CASE"",
      ""numberArguments"" : ""5"",
      ""argumentsArray"":
      [
         {
            ""LogicOperator"": ""ANDOR"",
            ""LeftOrChain"": 
            {
               ""numberArguments"":""1"",
               ""conditionArray"": 
               [
                  { 
                     ""condition"": 
                     {
                        ""leftOperand"":""$valueFromParameter(ISINPUTDENSE)"",
                        ""operator"":""EXISTS""
                     }
                  }
               ]
            },
            ""RightOrChain"": 
            {
               ""numberArguments"":""5"",
               ""conditionArray"": 
               [
                  { 
                     ""condition"": 
                     { 
                        ""leftOperand"": ""$valueFromParameter(ISINPUTDENSE)"",
                        ""operator"": ""="",
                        ""rightOperand"": ""FALSE"",
                        ""OperandType"":""string""
                     }
                  },
                  { 
                     ""condition"": 
                     { 
                        ""leftOperand"": ""$valueFromParameter(ISINPUTDENSE)"",
                        ""operator"": ""="",
                        ""rightOperand"": ""F"",
                        ""OperandType"":""string""
                     }
                  },
                  { 
                     ""condition"": 
                     { 
                        ""leftOperand"": ""$valueFromParameter(ISINPUTDENSE)"",
                        ""operator"": ""="",
                        ""rightOperand"": ""N"",
                        ""OperandType"":""string""
                     }
                  },
                  {
                     ""condition"": 
                     { 
                        ""leftOperand"": ""$valueFromParameter(ISINPUTDENSE)"",
                        ""operator"": ""="",
                        ""rightOperand"": ""NO"",
                        ""OperandType"":""string""
                     }
                  },
                  { 
                     ""condition"": 
                     { 
                        ""leftOperand"": ""$valueFromParameter(ISINPUTDENSE)"",
                        ""operator"": ""="",
                        ""rightOperand"": ""0"",
                        ""OperandType"":""string""
                     }
                  }
               ]
            },
            ""ExpansionQueryType"":""SQLMR_QUERY"",
            ""expansion"": ""td_onehotencodingfit_s( on $InputTable partition by $InputTable.PartitionBy using targetattributes(''$valueFromParameter(targetattributes)'') otherattributenames(''$valueFromParameter(otherattributenames)'') attributecolumn(''$valueFromParameter(attributecolumn)'') valuecolumn(''$valueFromParameter(valuecolumn)''))""},
            {
               ""LogicOperator"": ""AND"",
               ""numberArguments"" : ""2"",
               ""conditionArray"" :
               [
                  {
                     ""condition"" :
                     {
                        ""leftOperand"" : ""$valueFromParameter(CategoricalValues)"",
                        ""operator"" : ""EXISTS"",
                        ""rightOperand"":""TRUE""
                     }
                  },
                  {
                     ""condition"" :
                     {
                        ""leftOperand"" : ""$NUMINTABLES"",
                        ""operator"" : ""="",
                        ""rightOperand"" : ""1"",
                        ""OperandType"" : ""INT""
                     }
                  }
               ],
            ""ExpansionQueryType"":""SQLMR_QUERY"",
            ""expansion"": ""TD_ONEHOTENCODINGFIT_DR( ON (SELECT * FROM TD_GETMETADATA(ON $InputTable )as MetaTable) as InputTable USING TargetColumn(''$valueFromParameter(TargetColumn)'') Approach(''$valueFromParameter(Approach)'') OtherColumnName(''$valueFromParameter(OtherColumnName)'') CategoricalValues(''$valueFromParameter(CategoricalValues)'')IsDebug(''$valueFromParameter(isDebug)''))""},
            {
               ""LogicOperator"": ""AND"",
               ""numberArguments"" : ""2"",
               ""conditionArray"" :
               [
                  {
                     ""condition"" :
                     {
                        ""leftOperand"" : ""$valueFromParameter(CategoricalValues)"",
                        ""operator"" : ""NOT EXISTS""
                     }
                  },
                  {
                     ""condition"" :
                     {
                        ""leftOperand"" : ""$NUMINTABLES"",
                        ""operator"" : ""="",
                        ""rightOperand"" : ""1"",
                        ""OperandType"" : ""INT""
                     }
                  }
               ],
            ""ExpansionQueryType"":""SQLMR_QUERY"",
            ""expansion"": ""TD_ONEHOTENCODINGFIT_DR(ON (SELECT * FROM TD_GETMETADATA(ON $InputTable )as MetaTable) as InputTable Dimension ON (SELECT * from TD_ONEHOTENCODINGFITMAP( ON $InputTable as InputTable using TargetColumn(''$valueFromParameter(TargetColumn)'')  IsDebug(''$valueFromParameter(isDebug)'')  ATTRIBUTECOLNAME(''TD_ColumnName_OHEFIT'') VALUECOLNAME(''TD_Category_OHEFIT'') CategoryCounts(''$valueFromParameter(CategoryCounts)'')) as dt) as CategoryTable partition by TD_ColumnName_OHEFIT ORDER BY TD_Category_OHEFIT USING TargetColumn(''$valueFromParameter(TargetColumn)'') TargetColumnNames(''$valueFromParameter(TargetColumnNames)'') CategoriesColumn(''$valueFromParameter(CategoriesColumn)'') Approach(''$valueFromParameter(Approach)'') OtherColumnName(''$valueFromParameter(OtherColumnName)'') CategoryCounts(''$valueFromParameter(CategoryCounts)'') IsDebug(''$valueFromParameter(isDebug)'')) ""},
            {
               ""LogicOperator"": ""AND"",
               ""numberArguments"" : ""2"",
               ""conditionArray"" :
               [
                  {
                     ""condition"" :
                     {
                        ""leftOperand"" : ""$valueFromParameter(CategoricalValues)"",
                        ""operator"" : ""NOT EXISTS""
                     }
                  },
                  {
                     ""condition"" :
                     {
                        ""leftOperand"" : ""$NUMINTABLES"",
                        ""operator"" : ""="",
                        ""rightOperand"" : ""2"",
                        ""OperandType"" : ""INT""
                     }
                  }
               ],
            ""ExpansionQueryType"":""SQLMR_QUERY"",
            ""expansion"": ""TD_ONEHOTENCODINGFIT_DR( ON (SELECT * FROM TD_GETMETADATA(ON $InputTable )as MetaTable) as InputTable Dimension ON $CategoryTable as CategoryTable partition by $RawValueFromParameter(TargetColumnNames) Order by $RawValueFromParameter(CategoriesColumn) USING TargetColumn(''$valueFromParameter(TargetColumn)'') TargetColumnNames(''$valueFromParameter(TargetColumnNames)'') CategoriesColumn(''$valueFromParameter(CategoriesColumn)'') Approach(''$valueFromParameter(Approach)'') OtherColumnName(''$valueFromParameter(OtherColumnName)'') CategoryCounts(''$valueFromParameter(CategoryCounts)'') IsDebug(''$valueFromParameter(isDebug)''))""},
            {
               ""LogicOperator"":""CONDITION"",
               ""condition"": ""DEFAULT"",
               ""ExpansionQueryType"":""ERROR_MESSAGE"",
               ""expansion"":""ONEHOTENCODINGFIT: Argument ISINPUTDENSE is required and accepts only TRUE/FALSE as input""
            }
      ]
   },
   ""I18NCollabSupport"" :
   { 
      ""InputType"": ""ALIASED"",
      ""numberSrcTables"" : ""2"",
      ""SourceTableArray"" :
      [
         { 
            ""TableName"": ""$InputTable"",
            ""I18NInfo"" :
            {
               ""numberParams"" : ""1"",
               ""ParamsArray"" : [""TargetColumn""]
            },
            ""CollabInfo"":
            { 
               ""isOk2PruneInputs"" : ""NO"",
               ""isRowIndependence"" : ""No"",
               ""isPartitionIndependence"" : ""NO""
            }
         },
         {
            ""TableName"" : ""$CategoryTable"",
            ""I18NInfo"" :
            {
               ""numberParams"" : ""2"",
               ""ParamsArray"" : [""TargetColumnNames"",""CategoriesColumn""]
            },
            ""CollabInfo"" :
            {
               ""isOk2PruneInputs"" : ""NO"",
               ""isRowIndependence"" : ""NO"",
               ""isPartitionIndependence"" : ""NO""
            }
         }
      ]
   }
}'EXTERNAL LOCAL;",[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:36:17,DBC                                                         ,2025-10-09 17:36:17,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
TDStats                                                     ,RemoveQueryListEntryJSON                                    ,1,E ,F ,N   ,DBC                                                         ,"REPLACE PROCEDURE RemoveQueryListEntryJSON  (IN   jIn   JSON(3000) CHARACTER SET UNICODE,   OUT  jOut  JSON(3000) CHARACTER SET UNICODE) LANGUAGE CPP MODIFIES SQL DATA PARAMETER STYLE SQL EXTERNAL NAME 'SP!CLI!SL!sta';",[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:38:29,DBC                                                         ,2025-10-09 17:38:29,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
DBC                                                         ,Tables2V                                                    ,1,V ,F ,NN  ,DBC                                                         ,"REPLACE VIEW DBC.Tables2VAS SELECT          TVMNameI  (NAMED TVMName),         TVMId,         DatabaseId,                                              ParentCount,         ChildCountFROM DBC.TVM WITH CHECK OPTION;","The Tables2V view provides ID and referential integrity information about tables. The columns names are: TVMName, TVMId, DatabaseId, ParentCount and ChildCount.",0,0,0,N ,[NULL],[NULL],2025-10-09 17:30:17,DBC                                                         ,2025-10-09 17:30:17,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,Y ,N ,[NULL],[NULL],N ,[NULL],[NULL]
DBC                                                         ,ExportWidthV                                                ,1,V ,F ,NN  ,DBC                                                         ,"REPLACE VIEW DBC.ExportWidthVAS LOCKING TABLE DBC.ExportWidth FOR ACCESSSELECT ExportDefinitionName, ExportWidthRuleSetFROM DBC.ExportWidth WITH CHECK OPTION;",The DBC.ExportWidthV view provides information about export width rule sets created in the system,0,0,0,N ,[NULL],[NULL],2025-10-09 17:31:13,DBC                                                         ,2025-10-09 17:31:13,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,Y ,N ,[NULL],[NULL],N ,[NULL],[NULL]
SYSUDTLIB                                                   ,AVRO_CONSTR_LATIN                                           ,1,H ,F ,N   ,DBC                                                         ,[NULL],[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:36:06,DBC                                                         ,2025-10-09 17:36:06,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
SYSSPATIAL                                                  ,ST_GeomFromTextSRID_clob                                    ,2,F ,F ,N   ,DBC                                                         ,"REPLACE FUNCTION SYSSPATIAL.ST_GeomFromText( awkt CLOB AS LOCATOR CHARACTER SET LATIN, srid INTEGER )    RETURNS ST_Geometry    LANGUAGE CPP    DETERMINISTIC    NO SQL    SPECIFIC ST_GeomFromTextSRID_clob    EXTERNAL NAME 'SL!udflib';",[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:35:17,DBC                                                         ,2025-10-09 17:35:17,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
TDStats                                                     ,SelectAutomatedStats                                        ,1,E ,F ,N   ,DBC                                                         ,"REPLACE PROCEDURE SelectAutomatedStats (IN DatabaseName     VARCHAR(128) CHARACTER SET UNICODE,  IN TableName        VARCHAR(128) CHARACTER SET UNICODE,  IN ObjectListName   VARCHAR(128) CHARACTER SET UNICODE) LANGUAGE CPP  MODIFIES SQL DATA PARAMETER STYLE SQL  DYNAMIC RESULT SETS 1 EXTERNAL NAME 'SP!CLI!SL!sta';",[NULL],0,1,0,N ,0,[NULL],2025-10-09 17:37:55,DBC                                                         ,2025-10-09 17:37:55,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
DBC                                                         ,populatefsysinfotable_ansi_TD1                              ,1,M ,F ,NN  ,DBC                                                         ,"REPLACE MACRO DBC.populatefsysinfotable_ansi_TD15(        InputDataBaseName   VARCHAR(4096) CHARACTER SET UNICODE  NOT CASESPECIFIC NOT NULL,        InputTableName      VARCHAR(4096) CHARACTER SET UNICODE  NOT CASESPECIFIC NOT NULL,        Command             CHAR(32)      CHARACTER SET LATIN NOT CASESPECIFIC NOT NULL,        DISPLAYOPTION       VARCHAR(1)    CHARACTER SET LATIN NOT CASESPECIFIC NOT NULL,           TargetDatabaseName  VARCHAR(4096) CHARACTER SET UNICODE  NOT CASESPECIFIC NOT NULL,        TargetTableName     VARCHAR(4096) CHARACTER SET UNICODE  NOT CASESPECIFIC NOT NULL ) AS(        CALL SYSLIB.populatefsysinfotablesp_ansi_TD15(:InputDataBaseName,:InputTableName,                       :Command,:DISPLAYOPTION,:TargetDatabaseName,:TargetTableName););",[NULL],0,0,0,N ,[NULL],[NULL],2025-10-09 17:43:16,DBC                                                         ,2025-10-09 17:43:16,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,  ,N ,[NULL],[NULL],N ,[NULL],[NULL]
TDQCD                                                       ,QueryBandTbl                                                ,1,T ,F ,NN  ,TDQCD                                                       ,"CREATE TABLE QueryBandTbl(Id INTEGER NOT NULL,SessionID INTEGER FORMAT '--,---,---,--9' NOT NULL,QueryBand VARCHAR(6160) CHARACTER SET UNICODE UPPERCASE NOT CASESPECIFIC)UNIQUE PRIMARY INDEX (Id);",[NULL],0,0,0,N ,[NULL],[NULL],2025-10-09 17:39:06,TDQCD                                                       ,2025-10-09 17:39:06,[NULL],[NULL],[NULL],1,N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
TDStats                                                     ,AddQueryListEntryJSON                                       ,1,E ,F ,N   ,DBC                                                         ,"REPLACE PROCEDURE AddQueryListEntryJSON  (IN   jIn   JSON(3000) CHARACTER SET UNICODE,   OUT  jOut  JSON(3000) CHARACTER SET UNICODE) LANGUAGE CPP MODIFIES SQL DATA PARAMETER STYLE SQL EXTERNAL NAME 'SP!CLI!SL!sta';",[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:38:28,DBC                                                         ,2025-10-09 17:38:28,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
SYSLIB                                                      ,quarter_of_year_timestamp                                   ,1,F ,F ,N   ,DBC                                                         ,REPLACE FUNCTION SYSLIB.td_quarter_of_year(cdate TIMESTAMP)  RETURNS INT  SPECIFIC SYSLIB.quarter_of_year_timestamp  DETERMINISTIC  RETURNS NULL ON NULL INPUT  CONTAINS SQL  COLLATION INVOKER  INLINE TYPE 1  RETURN  SYSLIB.td_quarter_of_year(CAST(cdate as DATE));,[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:37:20,DBC                                                         ,2025-10-09 17:37:20,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
SYSUDTLIB                                                   ,ST_Geometry_EndPoint                                        ,1,H ,F ,N   ,DBC                                                         ,[NULL],[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:35:11,DBC                                                         ,2025-10-09 17:35:11,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
TD_SYSFNLIB                                                 ,TD_VECDISTREDUCE                                            ,1,L ,F ,N   ,DBC                                                         ,[NULL],[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:36:36,DBC                                                         ,2025-10-09 17:36:36,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL]
TD_SYSFNLIB                                                 ,TD_BINCODEFITEMAP_CONTRACT                                  ,1,C ,F ,N   ,DBC                                                         ,"CREATE FUNCTION TD_SYSFNLIB.TD_BINCODEFITEMAP()RETURNS TABLE VARYING USING FUNCTION TD_BINCODEFITEMAP_CONTRACTLANGUAGE CPPSPECIFIC TD_SYSFNLIB.TD_BINCODEFITEMAPNO SQL PARAMETER STYLE TD_INTERNALSQLMR_STYLEFUNCTIONDESCRIPTOR '{
  ""functionName"" : ""TD_BINCODEFITEMAP"",
  ""version"" : ""1"",
  ""I18NCollabSupport"" :
       { ""InputType"": ""ALIASED"",
         ""numberSrcTables"" : ""1"",
         ""SourceTableArray"" :
          [
             {  ""TableName"": ""$InputTable"",
                ""I18NInfo"":
                  { ""numberParams"" : ""1"",
                    ""ParamsArray"" : [""TARGETCOLUMNS""]
                  },
                ""CollabInfo"":
                  { ""isOk2PruneInputs"" : ""YES"",
                    ""isRowIndependence"" : ""NO"",
                    ""isPartitionIndependence"" : ""NO""
                  }
             }
          ]
       }
}'EXTERNAL LOCAL;",[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:36:24,DBC                                                         ,2025-10-09 17:36:24,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
TD_SYSFNLIB                                                 ,TD_NONLINEARCOMBINETRANS_CT                                 ,1,C ,F ,N   ,DBC                                                         ,"CREATE FUNCTION TD_SYSFNLIB.TD_NONLINEARCOMBINETRANSFORM()RETURNS TABLE VARYING USING FUNCTION TD_NONLINEARCOMBINETRANS_CTSPECIFIC TD_SYSFNLIB.TD_NONLINEARCOMBINETRANSFORMLANGUAGE CPPNO SQLDETERMINISTICMODE PRIMARYPARAMETER STYLE TD_INTERNALSQLMR_STYLEFUNCTIONDESCRIPTOR '{
   ""functionName"" : ""TD_NONLINEARCOMBINETRANSFORM"",
   ""version"" : ""1"",
   ""I18NCollabSupport"" :
   {
      ""InputType"": ""ALIASED"",
      ""numberSrcTables"" : ""2"",
      ""SourceTableArray"" :
      [
         {
            ""TableName"": ""$InputTable"",
            ""I18NInfo"":
            {
               ""numberParams"" : ""1"",
               ""ParamsArray"" : [""Accumulate""]
            },
            ""CollabInfo"":
            {
               ""isOk2PruneInputs"" : ""NO"",
               ""isRowIndependence"" : ""NO"",
               ""isPartitionIndependence"" : ""NO""
            }
         },
         {
            ""TableName"": ""$FitTable"",
            ""I18NInfo"":
            {
               ""numberParams"" : ""0"",
               ""ParamsArray"" : []
            },
            ""CollabInfo"":
            {
               ""isOk2PruneInputs"" : ""NO"",
               ""isRowIndependence"" : ""NO"",
               ""isPartitionIndependence"" : ""NO""
            }
         }
      ]
   }
}'EXTERNAL LOCAL;",[NULL],0,0,0,N ,0,[NULL],2025-10-09 17:36:28,DBC                                                         ,2025-10-09 17:36:28,[NULL],[NULL],[NULL],[NULL],N ,N ,Y ,N ,N ,[NULL],[NULL],N ,[NULL],[NULL]
